score	tpr	fpr	ppv	tp	tn	fp	fn
-60.1357	0.8223	0.8398	0.4321	694.0000	174.0000	912.0000	150.0000
-59.9617	0.7986	0.8250	0.4293	674.0000	190.0000	896.0000	170.0000
-59.7877	0.7938	0.7974	0.4362	670.0000	220.0000	866.0000	174.0000
-59.6136	0.7784	0.7744	0.4386	657.0000	245.0000	841.0000	187.0000
-59.4396	0.7737	0.7578	0.4424	653.0000	263.0000	823.0000	191.0000
-59.2656	0.7547	0.7440	0.4408	637.0000	278.0000	808.0000	207.0000
-59.0916	0.7382	0.7357	0.4381	623.0000	287.0000	799.0000	221.0000
-58.9176	0.7346	0.6980	0.4499	620.0000	328.0000	758.0000	224.0000
-58.7436	0.7192	0.6750	0.4530	607.0000	353.0000	733.0000	237.0000
-58.5696	0.7168	0.6390	0.4657	605.0000	392.0000	694.0000	239.0000
-58.3956	0.7062	0.6004	0.4776	596.0000	434.0000	652.0000	248.0000
-58.2216	0.7038	0.5709	0.4893	594.0000	466.0000	620.0000	250.0000
-58.0476	0.6848	0.5396	0.4966	578.0000	500.0000	586.0000	266.0000
-57.8735	0.6659	0.5037	0.5068	562.0000	539.0000	547.0000	282.0000
-57.6995	0.6635	0.4770	0.5195	560.0000	568.0000	518.0000	284.0000
-57.5255	0.6351	0.4475	0.5245	536.0000	600.0000	486.0000	308.0000
-57.3515	0.6149	0.4217	0.5312	519.0000	628.0000	458.0000	325.0000
-57.1775	0.6114	0.3831	0.5536	516.0000	670.0000	416.0000	328.0000
-57.0035	0.6043	0.3499	0.5730	510.0000	706.0000	380.0000	334.0000
-56.8295	0.5806	0.3103	0.5925	490.0000	749.0000	337.0000	354.0000
-56.6555	0.5545	0.2772	0.6086	468.0000	785.0000	301.0000	376.0000
-56.4815	0.5486	0.2376	0.6422	463.0000	828.0000	258.0000	381.0000
-56.3075	0.5249	0.2044	0.6662	443.0000	864.0000	222.0000	401.0000
-56.1335	0.4870	0.1759	0.6827	411.0000	895.0000	191.0000	433.0000
-55.9594	0.4799	0.1455	0.7194	405.0000	928.0000	158.0000	439.0000
-55.7854	0.4656	0.1252	0.7429	393.0000	950.0000	136.0000	451.0000
-55.6114	0.4313	0.1031	0.7647	364.0000	974.0000	112.0000	480.0000
-55.4374	0.3957	0.0884	0.7767	334.0000	990.0000	96.0000	510.0000
-55.2634	0.3780	0.0838	0.7780	319.0000	995.0000	91.0000	525.0000
-55.0894	0.3483	0.0709	0.7925	294.0000	1009.0000	77.0000	550.0000
-54.9154	0.3033	0.0645	0.7853	256.0000	1016.0000	70.0000	588.0000
-54.7414	0.2950	0.0543	0.8084	249.0000	1027.0000	59.0000	595.0000
-54.5674	0.2855	0.0488	0.8197	241.0000	1033.0000	53.0000	603.0000
-54.3934	0.2571	0.0414	0.8282	217.0000	1041.0000	45.0000	627.0000
-54.2194	0.2216	0.0387	0.8166	187.0000	1044.0000	42.0000	657.0000
-54.0453	0.2109	0.0378	0.8128	178.0000	1045.0000	41.0000	666.0000
-53.8713	0.1943	0.0341	0.8159	164.0000	1049.0000	37.0000	680.0000
-53.6973	0.1493	0.0331	0.7778	126.0000	1050.0000	36.0000	718.0000
-53.5233	0.1434	0.0267	0.8067	121.0000	1057.0000	29.0000	723.0000
-53.3493	0.1268	0.0221	0.8168	107.0000	1062.0000	24.0000	737.0000
-53.1753	0.1220	0.0203	0.8240	103.0000	1064.0000	22.0000	741.0000
-53.0013	0.0818	0.0157	0.8023	69.0000	1069.0000	17.0000	775.0000
-52.8273	0.0770	0.0138	0.8125	65.0000	1071.0000	15.0000	779.0000
-52.6533	0.0675	0.0120	0.8143	57.0000	1073.0000	13.0000	787.0000
-52.4793	0.0438	0.0101	0.7708	37.0000	1075.0000	11.0000	807.0000
-52.3053	0.0415	0.0074	0.8140	35.0000	1078.0000	8.0000	809.0000
-52.1312	0.0249	0.0064	0.7500	21.0000	1079.0000	7.0000	823.0000
-51.9572	0.0237	0.0055	0.7692	20.0000	1080.0000	6.0000	824.0000
-51.7832	0.0166	0.0055	0.7000	14.0000	1080.0000	6.0000	830.0000
-51.6092	0.0154	0.0055	0.6842	13.0000	1080.0000	6.0000	831.0000
-51.4352	0.0118	0.0046	0.6667	10.0000	1081.0000	5.0000	834.0000
-51.2612	0.0036	0.0028	0.5000	3.0000	1083.0000	3.0000	841.0000
-51.0872	0.0036	0.0018	0.6000	3.0000	1084.0000	2.0000	841.0000
-50.9132	0.0024	0.0018	0.5000	2.0000	1084.0000	2.0000	842.0000
-50.7392	0.0024	0.0018	0.5000	2.0000	1084.0000	2.0000	842.0000
-50.5652	0.0012	0.0009	0.5000	1.0000	1085.0000	1.0000	843.0000
-50.3912	0.0012	0.0009	0.5000	1.0000	1085.0000	1.0000	843.0000
-50.2171	0.0012	0.0009	0.5000	1.0000	1085.0000	1.0000	843.0000
-50.0431	0.0012	0.0009	0.5000	1.0000	1085.0000	1.0000	843.0000
-49.8691	0.0012	0.0009	0.5000	1.0000	1085.0000	1.0000	843.0000
-49.6951	0.0012	0.0009	0.5000	1.0000	1085.0000	1.0000	843.0000
-49.5211	0.0012	0.0009	0.5000	1.0000	1085.0000	1.0000	843.0000
-49.3471	0.0012	0.0009	0.5000	1.0000	1085.0000	1.0000	843.0000
-49.1731	0.0012	0.0009	0.5000	1.0000	1085.0000	1.0000	843.0000
-48.9991	0.0012	0.0000	1.0000	1.0000	1086.0000	0.0000	843.0000
-48.8251	0.0000	0.0000	0.0000	0.0000	1086.0000	0.0000	844.0000
